iter,loss_G,loss_D
1253,0.6460095643997192,0.09405723959207535
1254,0.43281984329223633,0.0923447236418724
1255,0.5544266700744629,0.01723385788500309
1256,0.46059247851371765,0.1829168051481247
1257,0.4225079417228699,0.013574723154306412
1258,0.4272407591342926,0.15323172509670258
1259,0.4498351514339447,0.02853674255311489
1260,0.406865656375885,0.033742692321538925
1261,0.5226461291313171,0.03849920257925987
1262,0.47024887800216675,0.018193937838077545
1263,0.4650658071041107,0.03359616920351982
1264,0.44133132696151733,0.045159004628658295
1265,0.39041271805763245,0.03742026537656784
1266,0.4452248513698578,0.019006777554750443
1267,0.4373013377189636,0.028028298169374466
1268,0.48536059260368347,0.042014915496110916
1269,0.488780677318573,0.16339720785617828
1270,0.4820854663848877,0.018602188676595688
1271,0.48671263456344604,0.11126813292503357
1272,0.3819383978843689,0.1262371987104416
1273,0.6140576004981995,0.07019443064928055
1274,0.6398432850837708,0.07538091391324997
1275,0.43558499217033386,0.026840265840291977
1276,0.6037237048149109,0.016941409558057785
1277,0.42955365777015686,0.03761743754148483
1278,0.5226845741271973,0.06558992713689804
1279,0.5121004581451416,0.028208725154399872
1280,0.3822914659976959,0.0196559876203537
1281,0.37735816836357117,0.015107957646250725
1282,0.40411511063575745,0.05352688953280449
1283,0.43509069085121155,0.035201407968997955
1284,0.5528550744056702,0.0541195422410965
1285,0.508914589881897,0.07620522379875183
1286,0.4080420136451721,0.023108389228582382
1287,0.5376174449920654,0.061142049729824066
1288,0.5065616369247437,0.10203857719898224
1289,0.44104865193367004,0.10006218403577805
1290,0.5665205717086792,0.09256986528635025
1291,0.4458175301551819,0.030347177758812904
1292,0.429616779088974,0.035369180142879486
1293,0.5374114513397217,0.042491257190704346
1294,0.5481914281845093,0.01891511306166649
1295,0.45385029911994934,0.15040843188762665
1296,0.4433414041996002,0.04504990577697754
1297,0.4859996736049652,0.04702203720808029
1298,0.4429585933685303,0.07502813637256622
1299,0.4539453387260437,0.02610543556511402
1300,0.5283836126327515,0.037600040435791016
1301,0.5568348169326782,0.09410813450813293
1302,0.6004377007484436,0.17496122419834137
1303,0.4588475525379181,0.04547913372516632
1304,0.43550539016723633,0.04757263511419296
1305,0.5120999217033386,0.055963266640901566
1306,0.46784940361976624,0.08343777060508728
1307,0.39104554057121277,0.10800814628601074
1308,0.4170912206172943,0.015661146491765976
1309,0.535789966583252,0.1576259732246399
1310,0.6945597529411316,0.48325115442276
1311,0.4540976881980896,0.13225412368774414
1312,0.8809335827827454,0.3334413766860962
1313,0.7452574968338013,0.49630266427993774
1314,1.0471992492675781,0.35841983556747437
1315,0.47314515709877014,0.05698888376355171
1316,0.4735684394836426,0.17162704467773438
1317,0.41944143176078796,0.07878760993480682
1318,0.4723062813282013,0.18480908870697021
1319,0.6536415815353394,0.14134758710861206
1320,0.5697315335273743,0.032061055302619934
1321,0.5722706317901611,0.10387849807739258
1322,0.539012610912323,0.047955334186553955
1323,0.4826333820819855,0.034655459225177765
1324,0.44035279750823975,0.05611905828118324
1325,0.545723021030426,0.09332370012998581
1326,0.4787711203098297,0.06519202142953873
1327,0.3945031762123108,0.04319898784160614
1328,0.6043287515640259,0.04445461183786392
1329,0.48577114939689636,0.052621036767959595
1330,0.42901113629341125,0.18257898092269897
1331,0.8475480079650879,0.15270313620567322
1332,0.4593086838722229,0.16204144060611725
1333,0.5966503620147705,0.13875973224639893
1334,0.5728841423988342,0.03207413852214813
1335,0.501420795917511,0.07489088922739029
1336,0.5554705858230591,0.17272326350212097
1337,0.48266029357910156,0.030340036377310753
1338,0.46884217858314514,0.0356096476316452
1339,0.6114779710769653,0.027076777070760727
1340,0.5460125207901001,0.05908618122339249
1341,0.5539997816085815,0.04997548833489418
1342,0.616928219795227,0.03135788440704346
1343,0.4238153398036957,0.09453079104423523
1344,0.5102964639663696,0.01617630198597908
1345,0.4521765112876892,0.24567149579524994
1346,0.8699057102203369,0.22470173239707947
1347,0.5040284991264343,0.14888601005077362
1348,0.4864811599254608,0.0404033362865448
1349,0.5694732666015625,0.09978654235601425
1350,0.8468950986862183,0.0973750501871109
1351,0.7627341747283936,0.28646114468574524
1352,0.5827676653862,0.0193773303180933
1353,0.5219036936759949,0.11856760084629059
1354,0.46947067975997925,0.05883511155843735
1355,0.4240671694278717,0.04653724282979965
1356,0.423982173204422,0.07482203096151352
1357,0.5416690111160278,0.027224814519286156
1358,0.5145893096923828,0.10828860849142075
1359,0.4185083210468292,0.10638497769832611
1360,0.4526352286338806,0.013623429462313652
1361,0.37514618039131165,0.008207306265830994
1362,0.4334926903247833,0.22415968775749207
1363,0.5584331750869751,0.043754614889621735
1364,0.5150337219238281,0.07721595466136932
1365,0.5019494891166687,0.0842520147562027
1366,0.5513496994972229,0.0969071239233017
1367,0.5386714935302734,0.033014390617609024
1368,0.8044729232788086,0.01804700493812561
1369,0.6078400611877441,0.040616534650325775
1370,0.5257235169410706,0.09818726032972336
1371,0.4587225914001465,0.03757390379905701
1372,0.5012468099594116,0.025126829743385315
1373,0.5143242478370667,0.019304413348436356
1374,0.42443227767944336,0.08584405481815338
1375,0.5000802278518677,0.05017096549272537
1376,0.4784964919090271,0.216846764087677
1377,0.5678587555885315,0.17832742631435394
1378,0.49855390191078186,0.14503999054431915
1379,0.4733837842941284,0.06761401891708374
1380,0.39842793345451355,0.08205480128526688
1381,0.5109099745750427,0.10793212056159973
1382,0.8113133907318115,0.2328970581293106
1383,0.5459455251693726,0.09319423884153366
1384,0.713508129119873,0.03141380846500397
1385,0.7905200719833374,0.20978471636772156
1386,0.5342234373092651,0.12077081203460693
1387,0.789765477180481,0.06745046377182007
1388,0.5021710395812988,0.06210549175739288
1389,0.4522145688533783,0.10707050561904907
1390,0.4184136986732483,0.013373765163123608
1391,0.4506668448448181,0.06909054517745972
1392,0.4584099054336548,0.02094298042356968
1393,0.4980319142341614,0.11092856526374817
1394,0.4874460697174072,0.015259025618433952
1395,0.4580747187137604,0.013506310060620308
1396,0.4452638328075409,0.08726757764816284
1397,0.5519372820854187,0.040097326040267944
1398,0.5946828722953796,0.05884949117898941
1399,0.38085925579071045,0.12162837386131287
1400,0.46811139583587646,0.029706913977861404
1401,0.4445831775665283,0.16152328252792358
1402,0.5124891400337219,0.06403375416994095
1403,0.46492522954940796,0.17455066740512848
1404,0.8953007459640503,0.07895869016647339
1405,0.5390514135360718,0.10647603869438171
1406,0.5790913105010986,0.07522252947092056
1407,0.538520097732544,0.15738052129745483
1408,0.5194574594497681,0.03807803615927696
1409,0.3744167685508728,0.020675446838140488
1410,0.46406319737434387,0.01457606628537178
1411,0.40037742257118225,0.04537244513630867
1412,0.42221659421920776,0.07592882215976715
1413,0.42780107259750366,0.03325260803103447
1414,0.49817991256713867,0.016353590413928032
1415,0.4943767786026001,0.04908675700426102
1416,0.4569382667541504,0.18218033015727997
1417,0.5625016093254089,0.1432228833436966
1418,0.572653591632843,0.024561844766139984
1419,0.4675348699092865,0.012017589062452316
1420,0.3946291506290436,0.04426967352628708
1421,0.34927651286125183,0.06248720735311508
1422,0.6810058951377869,0.059314318001270294
1423,0.643028974533081,0.05268646776676178
1424,0.4206063449382782,0.14527153968811035
1425,0.6847793459892273,0.10828650742769241
1426,0.5815944671630859,0.031146125867962837
1427,0.5209190845489502,0.05285213887691498
1428,0.4943973422050476,0.12353457510471344
1429,0.43003639578819275,0.1594996154308319
1430,0.63778156042099,0.2707950472831726
1431,0.5546398162841797,0.05558554455637932
1432,0.5499709844589233,0.1283065527677536
1433,0.6460559368133545,0.028344135731458664
1434,0.3955118656158447,0.031514640897512436
1435,0.5612656474113464,0.03837022930383682
1436,0.4523775279521942,0.01221626065671444
1437,0.514497697353363,0.017887871712446213
1438,0.3942789137363434,0.013714108616113663
1439,0.4289052188396454,0.041623637080192566
1440,0.4153238832950592,0.023674730211496353
1441,0.5951454639434814,0.05732773244380951
1442,0.4157172441482544,0.11438469588756561
1443,0.5478373765945435,0.010588150471448898
1444,0.4798533320426941,0.06948685646057129
1445,0.4598570466041565,0.03266943246126175
1446,0.4792308807373047,0.07085222750902176
1447,0.3930065333843231,0.07494852691888809
1448,0.424216091632843,0.020130891352891922
1449,0.4506444036960602,0.05371972173452377
1450,0.4623371958732605,0.06764161586761475
1451,0.4536147713661194,0.03676944971084595
1452,0.5781765580177307,0.024674519896507263
1453,0.44422274827957153,0.04168187454342842
1454,0.36884605884552,0.06863181293010712
1455,0.4247089624404907,0.07733465731143951
1456,0.37252897024154663,0.06539387255907059
1457,0.35879915952682495,0.0328189842402935
1458,0.42868897318840027,0.042326800525188446
1459,0.4515811800956726,0.06611548364162445
1460,0.4670792818069458,0.03088989481329918
1461,0.5227126479148865,0.0951184332370758
1462,0.5689659714698792,0.13057897984981537
1463,0.5621042847633362,0.050042033195495605
1464,0.5000838041305542,0.017718959599733353
1465,0.4777284264564514,0.04700308293104172
1466,0.5689679980278015,0.20803514122962952
1467,0.49992623925209045,0.08481636643409729
1468,0.4929913282394409,0.03373938053846359
1469,0.5714287161827087,0.03130165860056877
1470,0.45974016189575195,0.025547262281179428
1471,0.4688047766685486,0.040465839207172394
1472,0.48163312673568726,0.025182120501995087
1473,0.5216419100761414,0.01389321219176054
1474,0.5405069589614868,0.07434167712926865
1475,0.5009182691574097,0.0413057915866375
1476,0.44380900263786316,0.059766724705696106
1477,0.4482841491699219,0.04891544580459595
1478,0.489856094121933,0.10768446326255798
1479,0.45939764380455017,0.06348682194948196
1480,0.4172166585922241,0.014450673013925552
1481,0.4249346852302551,0.08740872144699097
1482,0.5401801466941833,0.026681309565901756
1483,0.5272448062896729,0.03948686644434929
1484,0.4059050679206848,0.029990725219249725
1485,0.5159279704093933,0.024175988510251045
1486,0.3974364101886749,0.05025727301836014
1487,0.38760852813720703,0.01963355392217636
1488,0.40588635206222534,0.015675805509090424
1489,0.38048332929611206,0.02083154395222664
1490,0.443633109331131,0.019733959808945656
1491,0.3512350022792816,0.036457307636737823
1492,0.44412943720817566,0.059019915759563446
1493,0.4667586386203766,0.11667302250862122
1494,0.5076814293861389,0.03931363672018051
1495,0.5183531641960144,0.06275220960378647
1496,0.4406585097312927,0.16828405857086182
1497,0.6643474102020264,0.10418367385864258
1498,0.4545314311981201,0.03766632452607155
1499,0.5571653842926025,0.07619498670101166
